1941,Rudolf and the Ball Game,1200,CONTESTANT,11-03-2024,D,MEMORY_LIMIT_EXCEEDED
1941,Rudolf and the Ball Game,1200,CONTESTANT,11-03-2024,D,WRONG_ANSWER
1941,Rudolf and the Ball Game,1200,CONTESTANT,11-03-2024,D,TIME_LIMIT_EXCEEDED
1941,Rudolf and the Ugly String,900,CONTESTANT,11-03-2024,C,OK
1941,Rudolf and 121,1000,CONTESTANT,11-03-2024,B,OK
1941,Rudolf and the Ticket,800,CONTESTANT,11-03-2024,A,OK
1922,Closest Cities,1300,PRACTICE,11-03-2024,C,OK
1922,Closest Cities,1300,PRACTICE,11-03-2024,C,OK
1925,A Balanced Problemset?,1200,PRACTICE,11-03-2024,B,OK
1927,Find the Different Ones!,1300,PRACTICE,11-03-2024,D,OK
1927,Find the Different Ones!,1300,PRACTICE,11-03-2024,D,OK
1927,Find the Different Ones!,1300,PRACTICE,11-03-2024,D,RUNTIME_ERROR
1927,Find the Different Ones!,1300,PRACTICE,11-03-2024,D,OK
122,Lucky Division,1000,PRACTICE,11-03-2024,A,OK
122,Lucky Division,1000,PRACTICE,11-03-2024,A,RUNTIME_ERROR
1333,Little Artem,1000,PRACTICE,11-03-2024,A,OK
1333,Little Artem,1000,PRACTICE,11-03-2024,A,WRONG_ANSWER
1589,Coloring Rectangles,1000,PRACTICE,11-03-2024,B,WRONG_ANSWER
1589,Coloring Rectangles,1000,PRACTICE,11-03-2024,B,WRONG_ANSWER
1418,Buying Torches,1000,PRACTICE,11-03-2024,A,OK
1447,Numbers Box,1000,PRACTICE,11-03-2024,B,OK
1447,Numbers Box,1000,PRACTICE,11-03-2024,B,WRONG_ANSWER
1928,Equalize,1200,PRACTICE,10-03-2024,B,TIME_LIMIT_EXCEEDED
1928,Equalize,1200,PRACTICE,10-03-2024,B,TIME_LIMIT_EXCEEDED
1931,Divisible Pairs,1300,PRACTICE,10-03-2024,D,OK
1388,Captain Flint and a Long Voyage,1000,PRACTICE,10-03-2024,B,OK
1388,Captain Flint and a Long Voyage,1000,PRACTICE,10-03-2024,B,WRONG_ANSWER
339,Xenia and Ringroad,1000,PRACTICE,10-03-2024,B,OK
1395,Boboniu Likes to Color Balls,1000,PRACTICE,10-03-2024,A,WRONG_ANSWER
1395,Boboniu Likes to Color Balls,1000,PRACTICE,10-03-2024,A,WRONG_ANSWER
1395,Boboniu Likes to Color Balls,1000,PRACTICE,10-03-2024,A,WRONG_ANSWER
1395,Boboniu Likes to Color Balls,1000,PRACTICE,10-03-2024,A,WRONG_ANSWER
1373,Donut Shops,1000,PRACTICE,10-03-2024,A,OK
1373,Donut Shops,1000,PRACTICE,10-03-2024,A,WRONG_ANSWER
1405,Array Cancellation,1000,PRACTICE,10-03-2024,B,OK
58,Chat room,1000,PRACTICE,09-03-2024,A,OK
58,Chat room,1000,PRACTICE,09-03-2024,A,RUNTIME_ERROR
1359,Berland Poker,1000,PRACTICE,09-03-2024,A,OK
1326,Bad Ugly Numbers,1000,PRACTICE,09-03-2024,A,OK
1450,Balls of Steel,1000,PRACTICE,09-03-2024,B,OK
1430,Numbers on Whiteboard,1000,PRACTICE,09-03-2024,C,OK
1925,A Balanced Problemset?,1200,PRACTICE,08-03-2024,B,OK
1925,A Balanced Problemset?,1200,PRACTICE,08-03-2024,B,WRONG_ANSWER
1927,Find the Different Ones!,1300,PRACTICE,08-03-2024,D,OK
1927,Find the Different Ones!,1300,PRACTICE,08-03-2024,D,OK
1928,Equalize,1200,PRACTICE,08-03-2024,B,OK
1928,Equalize,1200,PRACTICE,08-03-2024,B,TIME_LIMIT_EXCEEDED
1928,Equalize,1200,PRACTICE,08-03-2024,B,TIME_LIMIT_EXCEEDED
1928,Equalize,1200,PRACTICE,08-03-2024,B,OK
1928,Equalize,1200,PRACTICE,08-03-2024,B,TIME_LIMIT_EXCEEDED
1359,New Theatre Square,1000,PRACTICE,08-03-2024,B,OK
118,String Task,1000,PRACTICE,08-03-2024,A,OK
1353,Board Moves,1000,PRACTICE,08-03-2024,C,OK
1438,Valerii Against Everyone,1000,PRACTICE,08-03-2024,B,TIME_LIMIT_EXCEEDED
1438,Valerii Against Everyone,1000,PRACTICE,08-03-2024,B,TIME_LIMIT_EXCEEDED
69,Young Physicist,1000,PRACTICE,08-03-2024,A,OK
1,Theatre Square,1000,PRACTICE,07-03-2024,A,OK
1342,Road To Zero,1000,PRACTICE,07-03-2024,A,OK
1419,Sage's Birthday (easy version),1000,PRACTICE,07-03-2024,D1,OK
1419,Sage's Birthday (easy version),1000,PRACTICE,07-03-2024,D1,WRONG_ANSWER
1374,Move Brackets,1000,PRACTICE,07-03-2024,C,OK
1598,Groups,1000,PRACTICE,07-03-2024,B,OK
1598,Groups,1000,PRACTICE,07-03-2024,B,WRONG_ANSWER
1598,Groups,1000,PRACTICE,07-03-2024,B,WRONG_ANSWER
1490,Balanced Remainders,1000,PRACTICE,06-03-2024,B,OK
1490,Balanced Remainders,1000,PRACTICE,06-03-2024,B,OK
1566,MAX-MEX Cut,1000,PRACTICE,06-03-2024,C,OK
1566,MAX-MEX Cut,1000,PRACTICE,06-03-2024,C,WRONG_ANSWER
1499,Binary Removals,1000,PRACTICE,06-03-2024,B,OK
1485,Add and Divide,1000,PRACTICE,06-03-2024,A,OK
1469,Red and Blue,1000,PRACTICE,06-03-2024,B,RUNTIME_ERROR
1469,Red and Blue,1000,PRACTICE,06-03-2024,B,TIME_LIMIT_EXCEEDED
1611,Polycarp Recovers the Permutation,1000,PRACTICE,05-03-2024,C,OK
1611,Polycarp Recovers the Permutation,1000,PRACTICE,05-03-2024,C,OK
1614,Divan and a New Project ,1000,PRACTICE,05-03-2024,B,OK
1506,Double-ended Strings,1000,PRACTICE,05-03-2024,C,OK
1562,Scenes From a Memory,1000,PRACTICE,05-03-2024,B,OK
208,Dubstep,900,PRACTICE,04-03-2024,A,OK
1505,Is it rated - 2,900,PRACTICE,04-03-2024,A,OK
1505,Is it rated - 2,900,PRACTICE,04-03-2024,A,IDLENESS_LIMIT_EXCEEDED
1469,Regular Bracket Sequence,1000,PRACTICE,04-03-2024,A,OK
1469,Regular Bracket Sequence,1000,PRACTICE,04-03-2024,A,WRONG_ANSWER
1569,Chess Tournament,1000,PRACTICE,04-03-2024,B,OK
1569,Chess Tournament,1000,PRACTICE,04-03-2024,B,WRONG_ANSWER
1620,Triangles on a Rectangle,1000,PRACTICE,04-03-2024,B,OK
1620,Triangles on a Rectangle,1000,PRACTICE,04-03-2024,B,OK
1620,Triangles on a Rectangle,1000,PRACTICE,04-03-2024,B,OK
1474,Different Divisors,1000,PRACTICE,04-03-2024,B,OK
1474,Different Divisors,1000,PRACTICE,04-03-2024,B,WRONG_ANSWER
1611,Make Even,800,PRACTICE,03-03-2024,A,OK
1472,Cards for Friends,800,PRACTICE,03-03-2024,A,OK
1619,Squares and Cubes,800,PRACTICE,03-03-2024,B,OK
1619,Squares and Cubes,800,PRACTICE,03-03-2024,B,OK
1618,Polycarp and Sums of Subsequences,800,PRACTICE,03-03-2024,A,OK
1633,Minority,800,PRACTICE,03-03-2024,B,OK
1525,Potion-making,800,PRACTICE,03-03-2024,A,OK
1633,Div. 7,800,PRACTICE,03-03-2024,A,OK
1627,Not Shading,800,PRACTICE,03-03-2024,A,OK
1530,Binary Decimal,800,PRACTICE,03-03-2024,A,OK
1632,Roof Construction,1000,PRACTICE,03-03-2024,B,OK
1593,Save More Mice,1000,PRACTICE,03-03-2024,C,OK
1593,Save More Mice,1000,PRACTICE,03-03-2024,C,WRONG_ANSWER
1579,Permutation Minimization by Deque,1000,PRACTICE,03-03-2024,E1,OK
1567,MEXor Mixup,1000,PRACTICE,03-03-2024,B,OK
1567,MEXor Mixup,1000,PRACTICE,03-03-2024,B,OK
1567,MEXor Mixup,1000,PRACTICE,03-03-2024,B,RUNTIME_ERROR
1567,MEXor Mixup,1000,PRACTICE,03-03-2024,B,TIME_LIMIT_EXCEEDED
1605,Reverse Sort,1000,PRACTICE,03-03-2024,B,OK
1605,Reverse Sort,1000,PRACTICE,03-03-2024,B,WRONG_ANSWER
1605,Reverse Sort,1000,PRACTICE,03-03-2024,B,WRONG_ANSWER
1605,Reverse Sort,1000,PRACTICE,03-03-2024,B,WRONG_ANSWER
1605,Reverse Sort,1000,PRACTICE,03-03-2024,B,WRONG_ANSWER
1934,XOR Break --- Solo Version,2100,PRACTICE,02-03-2024,D1,WRONG_ANSWER
1932,LR-remainders,1400,PRACTICE,02-03-2024,C,OK
1932,LR-remainders,1400,PRACTICE,02-03-2024,C,OK
1539,Contest Start,1000,PRACTICE,02-03-2024,A,OK
1539,Contest Start,1000,PRACTICE,02-03-2024,A,WRONG_ANSWER
1473,String LCM,1000,PRACTICE,02-03-2024,B,OK
1607,Minimum Extraction,1000,PRACTICE,02-03-2024,C,OK
1622,Berland Music,1000,PRACTICE,02-03-2024,B,OK
1622,Berland Music,1000,PRACTICE,02-03-2024,B,WRONG_ANSWER
1622,Berland Music,1000,PRACTICE,02-03-2024,B,WRONG_ANSWER
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,OK
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,TIME_LIMIT_EXCEEDED
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,TIME_LIMIT_EXCEEDED
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,OK
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,OK
1619,Square String?,800,PRACTICE,02-03-2024,A,OK
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,OK
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,OK
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,TIME_LIMIT_EXCEEDED
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,TIME_LIMIT_EXCEEDED
1629,GCD Arrays,800,PRACTICE,02-03-2024,B,WRONG_ANSWER
1631,Min Max Swap,800,PRACTICE,02-03-2024,A,OK
1632,ABC,800,PRACTICE,02-03-2024,A,OK
1632,ABC,800,PRACTICE,02-03-2024,A,WRONG_ANSWER
1593,Elections,800,PRACTICE,02-03-2024,A,OK
1519,Red and Blue Beans,800,PRACTICE,02-03-2024,A,OK
1519,Red and Blue Beans,800,PRACTICE,02-03-2024,A,COMPILATION_ERROR
1519,Red and Blue Beans,800,PRACTICE,02-03-2024,A,WRONG_ANSWER
1569,Balanced Substring,800,PRACTICE,02-03-2024,A,OK
1934,XOR Break --- Solo Version,2100,CONTESTANT,01-03-2024,D1,WRONG_ANSWER
1934,XOR Break --- Solo Version,2100,CONTESTANT,01-03-2024,D1,WRONG_ANSWER
1934,Find a Mine,1700,CONTESTANT,01-03-2024,C,IDLENESS_LIMIT_EXCEEDED
1934,Yet Another Coin Problem,1200,CONTESTANT,01-03-2024,B,OK
1934,Too Min Too Max,800,CONTESTANT,01-03-2024,A,OK
1934,Too Min Too Max,800,CONTESTANT,01-03-2024,A,TIME_LIMIT_EXCEEDED
1934,Too Min Too Max,800,CONTESTANT,01-03-2024,A,TIME_LIMIT_EXCEEDED
1567,Domino Disaster,800,PRACTICE,01-03-2024,A,OK
1616,Integer Diversity,800,PRACTICE,01-03-2024,A,OK
1549,Gregor and the Pawn Game,800,PRACTICE,01-03-2024,B,OK
1519,The Cake Is a Lie,800,PRACTICE,01-03-2024,B,OK
1539,Love Song,800,PRACTICE,01-03-2024,B,OK
1607,Linear Keyboard,800,PRACTICE,01-03-2024,A,OK
1629,Download More RAM,800,PRACTICE,01-03-2024,A,OK
1621,Stable Arrangement of Rooks,800,PRACTICE,01-03-2024,A,OK
1526,Mean Inequality,800,PRACTICE,01-03-2024,A,OK
1622,Construct a Rectangle,800,PRACTICE,01-03-2024,A,OK
1579,Casimir's String Solitaire,800,PRACTICE,01-03-2024,A,OK
1560,Infinity Table,800,PRACTICE,01-03-2024,C,OK
1560,Infinity Table,800,PRACTICE,01-03-2024,C,WRONG_ANSWER
1472,Fair Division,800,PRACTICE,01-03-2024,B,OK
1626,Equidistant Letters,800,PRACTICE,01-03-2024,A,OK
1538,Stone Game,800,PRACTICE,01-03-2024,A,OK
1613,Absent Remainder,1000,PRACTICE,01-03-2024,B,OK
1613,Absent Remainder,1000,PRACTICE,01-03-2024,B,TIME_LIMIT_EXCEEDED
1515,Phoenix and Puzzle,1000,PRACTICE,01-03-2024,B,OK
1515,Phoenix and Puzzle,1000,PRACTICE,01-03-2024,B,WRONG_ANSWER
1515,Phoenix and Puzzle,1000,PRACTICE,01-03-2024,B,WRONG_ANSWER
1476,K-divisible Sum,1000,PRACTICE,01-03-2024,A,OK
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,TIME_LIMIT_EXCEEDED
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,TIME_LIMIT_EXCEEDED
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,RUNTIME_ERROR
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,RUNTIME_ERROR
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,MEMORY_LIMIT_EXCEEDED
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,MEMORY_LIMIT_EXCEEDED
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,RUNTIME_ERROR
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,RUNTIME_ERROR
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,WRONG_ANSWER
1937,Binary Path,1300,CONTESTANT,29-02-2024,B,TIME_LIMIT_EXCEEDED
1937,Shuffle Party,800,CONTESTANT,29-02-2024,A,OK
1351,Square?,900,PRACTICE,29-02-2024,B,OK
1296,Food Buying,900,PRACTICE,29-02-2024,B,OK
1313,Fast Food Restaurant,900,PRACTICE,29-02-2024,A,OK
1313,Fast Food Restaurant,900,PRACTICE,29-02-2024,A,OK
1932,LR-remainders,1400,PRACTICE,28-02-2024,C,OK
1932,LR-remainders,1400,PRACTICE,28-02-2024,C,MEMORY_LIMIT_EXCEEDED
1520,Same Differences,1200,PRACTICE,28-02-2024,D,OK
313,Ilya and Bank Account,900,PRACTICE,28-02-2024,A,OK
313,Ilya and Bank Account,900,PRACTICE,28-02-2024,A,OK
313,Ilya and Bank Account,900,PRACTICE,28-02-2024,A,WRONG_ANSWER
405,Gravity Flip,900,PRACTICE,28-02-2024,A,OK
451,Game With Sticks,900,PRACTICE,28-02-2024,A,OK
1330,Dreamoon and Ranking Collection,900,PRACTICE,28-02-2024,A,OK
34,Sale,900,PRACTICE,28-02-2024,B,OK
1933,Turtle Tenacity: Continual Mods,1200,CONTESTANT,27-02-2024,D,WRONG_ANSWER
1933,Turtle Tenacity: Continual Mods,1200,CONTESTANT,27-02-2024,D,WRONG_ANSWER
1933,Turtle Tenacity: Continual Mods,1200,CONTESTANT,27-02-2024,D,WRONG_ANSWER
1933,Turtle Tenacity: Continual Mods,1200,CONTESTANT,27-02-2024,D,WRONG_ANSWER
1933,Turtle Tenacity: Continual Mods,1200,CONTESTANT,27-02-2024,D,WRONG_ANSWER
1933,Turtle Fingers: Count the Values of k,1100,CONTESTANT,27-02-2024,C,OK
1933,Turtle Fingers: Count the Values of k,1100,CONTESTANT,27-02-2024,C,TIME_LIMIT_EXCEEDED
1933,Turtle Math: Fast Three Task,800,CONTESTANT,27-02-2024,B,OK
1933,Turtle Puzzle: Rearrange and Negate,800,CONTESTANT,27-02-2024,A,OK
1930,Lexicographically Largest,1700,PRACTICE,27-02-2024,C,WRONG_ANSWER
1930,Permutation Printing,1000,PRACTICE,27-02-2024,B,OK
1930,Maximise The Score,800,PRACTICE,27-02-2024,A,OK
1930,Maximise The Score,800,PRACTICE,27-02-2024,A,WRONG_ANSWER
1923,Slimes,1800,PRACTICE,27-02-2024,D,OK
1923,Slimes,1800,PRACTICE,27-02-2024,D,WRONG_ANSWER
580,Kefa and First Steps,900,PRACTICE,27-02-2024,A,OK
133,HQ9+,900,PRACTICE,27-02-2024,A,OK
133,HQ9+,900,PRACTICE,27-02-2024,A,WRONG_ANSWER
337,Puzzles,900,PRACTICE,27-02-2024,A,OK
1354,Alarm Clock,900,PRACTICE,27-02-2024,A,OK
1324,Yet Another Tetris Problem,900,PRACTICE,27-02-2024,A,OK
208,Dubstep,900,PRACTICE,27-02-2024,A,OK
208,Dubstep,900,PRACTICE,27-02-2024,A,OK
208,Dubstep,900,PRACTICE,27-02-2024,A,WRONG_ANSWER
1626,Minor Reduction,1100,PRACTICE,26-02-2024,B,OK
1626,Minor Reduction,1100,PRACTICE,26-02-2024,B,WRONG_ANSWER
1626,Minor Reduction,1100,PRACTICE,26-02-2024,B,WRONG_ANSWER
1547,Pair Programming,1100,PRACTICE,26-02-2024,C,OK
1547,Pair Programming,1100,PRACTICE,26-02-2024,C,WRONG_ANSWER
1380,Three Indices,900,PRACTICE,26-02-2024,A,OK
1350,Orac and Factors,900,PRACTICE,26-02-2024,A,OK
1350,Orac and Factors,900,PRACTICE,26-02-2024,A,TIME_LIMIT_EXCEEDED
1350,Orac and Factors,900,PRACTICE,26-02-2024,A,RUNTIME_ERROR
1445,Elimination,900,PRACTICE,26-02-2024,B,OK
1380,Three Indices,900,PRACTICE,26-02-2024,A,OK
1326,Maximums,900,PRACTICE,26-02-2024,B,OK
1923,Find B,1400,PRACTICE,25-02-2024,C,WRONG_ANSWER
1923,Find B,1400,PRACTICE,25-02-2024,C,WRONG_ANSWER
1923,Find B,1400,PRACTICE,25-02-2024,C,TIME_LIMIT_EXCEEDED
1923,Monsters Attack!,1100,PRACTICE,25-02-2024,B,OK
1923,Moving Chips,800,PRACTICE,25-02-2024,A,OK
1430,Number of Apartments,900,PRACTICE,25-02-2024,A,OK
1589,Two Arrays,900,PRACTICE,25-02-2024,C,OK
1401,Distance and Axis,900,PRACTICE,25-02-2024,A,OK
1401,Distance and Axis,900,PRACTICE,25-02-2024,A,WRONG_ANSWER
1440,Sum of Medians,900,PRACTICE,25-02-2024,B,OK
1341,Nastya and Rice,900,PRACTICE,25-02-2024,A,OK
1505,Is it rated - 2,900,PRACTICE,25-02-2024,A,OK
1505,Is it rated - 2,900,PRACTICE,25-02-2024,A,WRONG_ANSWER
1505,Is it rated - 2,900,PRACTICE,25-02-2024,A,WRONG_ANSWER
96,Football,900,PRACTICE,25-02-2024,A,OK
96,Football,900,PRACTICE,25-02-2024,A,WRONG_ANSWER
160,Twins,900,PRACTICE,25-02-2024,A,OK
1929,Sasha and the Casino,1400,PRACTICE,23-02-2024,C,OK
1932,Chaya Calendar,1100,PRACTICE,23-02-2024,B,OK
1520,Same Differences,1200,PRACTICE,23-02-2024,D,OK
1520,Same Differences,1200,PRACTICE,23-02-2024,D,TIME_LIMIT_EXCEEDED
1520,Same Differences,1200,PRACTICE,23-02-2024,D,TIME_LIMIT_EXCEEDED
1520,Same Differences,1200,PRACTICE,23-02-2024,D,WRONG_ANSWER
1419,Digit Game,900,PRACTICE,23-02-2024,A,OK
1419,Digit Game,900,PRACTICE,23-02-2024,A,OK
1427,Avoiding Zero,900,PRACTICE,23-02-2024,A,OK
1426,Symmetric Matrix,900,PRACTICE,23-02-2024,B,OK
1426,Symmetric Matrix,900,PRACTICE,23-02-2024,B,WRONG_ANSWER
1339,Filling Diamonds,900,PRACTICE,23-02-2024,A,OK
1339,Filling Diamonds,900,PRACTICE,23-02-2024,A,WRONG_ANSWER
1557,Moamen and k-subarrays,1100,PRACTICE,23-02-2024,B,OK
1557,Moamen and k-subarrays,1100,PRACTICE,23-02-2024,B,WRONG_ANSWER
1520,Not Adjacent Matrix,1000,PRACTICE,22-02-2024,C,OK
1550,Maximum Cost Deletion,1000,PRACTICE,21-02-2024,B,OK
1550,Maximum Cost Deletion,1000,PRACTICE,21-02-2024,B,WRONG_ANSWER
1521,Nastia and Nearly Good Numbers,1000,PRACTICE,21-02-2024,A,OK
1521,Nastia and Nearly Good Numbers,1000,PRACTICE,21-02-2024,A,WRONG_ANSWER
1521,Nastia and Nearly Good Numbers,1000,PRACTICE,21-02-2024,A,WRONG_ANSWER
1337,Kana and Dragon Quest game,900,PRACTICE,21-02-2024,B,OK
1430,Number of Apartments,900,PRACTICE,21-02-2024,A,OK
1589,Two Arrays,900,PRACTICE,21-02-2024,C,OK
1589,Two Arrays,900,PRACTICE,21-02-2024,C,WRONG_ANSWER
1373,01 Game,900,PRACTICE,21-02-2024,B,OK
1436,Prime Square,900,PRACTICE,21-02-2024,B,OK
1436,Prime Square,900,PRACTICE,21-02-2024,B,WRONG_ANSWER
1494,ABC String,900,PRACTICE,21-02-2024,A,OK
1374,"Multiply by 2, divide by 6",900,PRACTICE,21-02-2024,B,OK
1401,Distance and Axis,900,PRACTICE,21-02-2024,A,OK
1401,Distance and Axis,900,PRACTICE,21-02-2024,A,WRONG_ANSWER
1401,Distance and Axis,900,PRACTICE,21-02-2024,A,WRONG_ANSWER
1401,Distance and Axis,900,PRACTICE,21-02-2024,A,WRONG_ANSWER
1440,Sum of Medians,900,PRACTICE,21-02-2024,B,OK
1420,Cubes Sorting,900,PRACTICE,21-02-2024,A,OK
1420,Cubes Sorting,900,PRACTICE,21-02-2024,A,WRONG_ANSWER
1480,The Great Hero,900,PRACTICE,20-02-2024,B,OK
1480,The Great Hero,900,PRACTICE,20-02-2024,B,WRONG_ANSWER
1609,Divide and Multiply,900,PRACTICE,20-02-2024,A,OK
1612,Special Permutation,900,PRACTICE,20-02-2024,B,OK
1335,Construct the String,900,PRACTICE,20-02-2024,B,OK
1451,Non-Substring Subsequence,900,PRACTICE,20-02-2024,B,OK
1343,Candies,900,PRACTICE,20-02-2024,A,OK
1373,01 Game,900,PRACTICE,20-02-2024,B,OK
1373,01 Game,900,PRACTICE,20-02-2024,B,WRONG_ANSWER
1373,01 Game,900,PRACTICE,20-02-2024,B,WRONG_ANSWER
1501,Napoleon Cake,900,PRACTICE,20-02-2024,B,OK
1436,Prime Square,900,PRACTICE,20-02-2024,B,OK
1436,Prime Square,900,PRACTICE,20-02-2024,B,WRONG_ANSWER
1494,ABC String,900,PRACTICE,19-02-2024,A,OK
1374,"Multiply by 2, divide by 6",900,PRACTICE,19-02-2024,B,OK
1374,"Multiply by 2, divide by 6",900,PRACTICE,19-02-2024,B,TIME_LIMIT_EXCEEDED
1433,Dominant Piranha,900,PRACTICE,19-02-2024,C,OK
1480,The Great Hero,900,PRACTICE,19-02-2024,B,OK
1480,The Great Hero,900,PRACTICE,19-02-2024,B,TIME_LIMIT_EXCEEDED
1480,The Great Hero,900,PRACTICE,19-02-2024,B,WRONG_ANSWER
1480,The Great Hero,900,PRACTICE,19-02-2024,B,WRONG_ANSWER
1480,The Great Hero,900,PRACTICE,19-02-2024,B,WRONG_ANSWER
1480,The Great Hero,900,PRACTICE,19-02-2024,B,WRONG_ANSWER
1496,Split it!,900,PRACTICE,19-02-2024,A,OK
1467,Wizard of Orz,900,PRACTICE,19-02-2024,A,OK
1610,Anti Light's Cell Guessing,900,PRACTICE,19-02-2024,A,OK
1610,Anti Light's Cell Guessing,900,PRACTICE,19-02-2024,A,WRONG_ANSWER
1610,Anti Light's Cell Guessing,900,PRACTICE,19-02-2024,A,WRONG_ANSWER
1610,Anti Light's Cell Guessing,900,PRACTICE,19-02-2024,A,WRONG_ANSWER
1591,Array Eversion,900,PRACTICE,19-02-2024,B,OK
1609,Divide and Multiply,900,PRACTICE,19-02-2024,A,OK
1612,Special Permutation,900,PRACTICE,19-02-2024,B,OK
1932,LR-remainders,1400,CONTESTANT,18-02-2024,C,WRONG_ANSWER
1932,LR-remainders,1400,CONTESTANT,18-02-2024,C,TIME_LIMIT_EXCEEDED
1932,LR-remainders,1400,CONTESTANT,18-02-2024,C,TIME_LIMIT_EXCEEDED
1932,Card Game,1400,CONTESTANT,18-02-2024,D,OK
1932,LR-remainders,1400,CONTESTANT,18-02-2024,C,WRONG_ANSWER
1932,LR-remainders,1400,CONTESTANT,18-02-2024,C,TIME_LIMIT_EXCEEDED
1932,Chaya Calendar,1100,CONTESTANT,18-02-2024,B,CHALLENGED
1932,Thorns and Coins,800,CONTESTANT,18-02-2024,A,OK
1559,Mocha and Red and Blue,900,PRACTICE,18-02-2024,B,OK
1559,Mocha and Red and Blue,900,PRACTICE,18-02-2024,B,WRONG_ANSWER
1559,Mocha and Red and Blue,900,PRACTICE,18-02-2024,B,OK
1559,Mocha and Red and Blue,900,PRACTICE,18-02-2024,B,WRONG_ANSWER
1486,Shifting Stacks,900,PRACTICE,18-02-2024,A,OK
1471,Strange Partition,900,PRACTICE,18-02-2024,A,OK
1582,Luntik and Subsequences,900,PRACTICE,18-02-2024,B,OK
1582,Luntik and Subsequences,900,PRACTICE,18-02-2024,B,WRONG_ANSWER
1582,Luntik and Subsequences,900,PRACTICE,18-02-2024,B,OK
1462,Unique Number,900,PRACTICE,18-02-2024,C,OK
1462,Unique Number,900,PRACTICE,18-02-2024,C,OK
1462,Unique Number,900,PRACTICE,18-02-2024,C,OK
1462,Unique Number,900,PRACTICE,18-02-2024,C,WRONG_ANSWER
1543,Customising the Track,900,PRACTICE,17-02-2024,B,OK
1543,Customising the Track,900,PRACTICE,17-02-2024,B,OK
1613,Long Comparison,900,PRACTICE,17-02-2024,A,OK
1593,Make it Divisible by 25,900,PRACTICE,17-02-2024,B,OK
1606,AB Balance,900,PRACTICE,17-02-2024,A,OK
